source,symbol,timestamp,bidPrice,askPrice
citi,USDJPY,1686307238000,85.43645345995147,90.43645345995147,
dbs,EURUSD,1686308376000,1.5400955077442564,1.6400955077442565
citi,GBPUSD,1686306792000,1.0255735934340926,1.0355735934340926
uob,USDCAD,1686308475000,1.4499329785136221,1.5499329785136222
citi,AUDUSD,1686306533000,0.6674355573001223,0.7674355573001223
reuters,USDCAD,1686307879000,1.160547534920127,1.2605475349201272
citi,GBPUSD,1686307910000,1.279876808433034,1.289876808433034
barclays,EURUSD,1686305602000,1.5386653996404451,1.6386653996404452
reuters,USDJPY,1686308898000,150.9699629447952,155.9699629447952
citi,USDJPY,1686305721000,153.89369625724504,158.89369625724504
barclays,GBPUSD,1686306741000,1.3245953026285182,1.3345953026285182
reuters,EURUSD,1686307958000,1.0748259846967747,1.1748259846967748
dbs,GBPUSD,1686305699000,1.4434135181230932,1.4534135181230932
reuters,EURUSD,1686305998000,1.2455227897431131,1.3455227897431132
uob,AUDUSD,1686306036000,1.448136002462562,1.548136002462562
reuters,GBPUSD,1686306917000,1.7508464819739378,1.7608464819739378
citi,USDCAD,1686307685000,1.1233061692877215,1.2233061692877216
uob,EURUSD,1686306274000,1.02849884560483,1.1284988456048302
uob,GBPUSD,1686308184000,1.6566557231658074,1.6666557231658075
barclays,GBPUSD,1686308451000,1.2467625197039736,1.2567625197039736
dbs,EURUSD,1686305348000,1.427640231483887,1.527640231483887
uob,USDJPY,1686307727000,80.99941594951302,85.99941594951302
barclays,USDJPY,1686306286000,88.88681577068157,93.88681577068157
reuters,EURUSD,1686305621000,1.1458213866603248,1.245821386660325
reuters,USDCAD,1686308879000,1.295024840811302,1.3950248408113022
barclays,EURUSD,1686308476000,1.0797034848543607,1.1797034848543608
citi,GBPUSD,1686308162000,1.4996332238247756,1.5096332238247756
barclays,USDJPY,1686305827000,96.36995805936962,101.36995805936962
barclays,AUDUSD,1686307022000,0.9448064945846064,1.0448064945846065
uob,AUDUSD,1686308068000,1.4342605551599834,1.5342605551599835
uob,USDCAD,1686308723000,1.001635287483913,1.101635287483913
citi,USDCAD,1686305763000,0.9907941521911514,1.0907941521911515
citi,EURUSD,1686306314000,1.3837890303488707,1.4837890303488708
barclays,USDJPY,1686306028000,99.0512267650019,104.0512267650019
reuters,EURUSD,1686306146000,1.39577530995388,1.4957753099538802
uob,EURUSD,1686307157000,1.520680685858643,1.620680685858643
barclays,AUDUSD,1686308895000,0.7609960304022225,0.8609960304022225
uob,USDCAD,1686306099000,1.5088253106807754,1.6088253106807755
citi,GBPUSD,1686308915000,1.7780684248742578,1.7880684248742578
citi,USDJPY,1686306670000,130.91537366971107,135.91537366971107
citi,AUDUSD,1686306918000,0.8494592496210368,0.9494592496210368
citi,USDJPY,1686307311000,116.2217907972655,121.2217907972655
reuters,USDJPY,1686308006000,114.80387310954097,119.80387310954097
reuters,GBPUSD,1686307350000,1.5820557450561066,1.5920557450561066
uob,USDJPY,1686307909000,100.23507964169022,105.23507964169022
uob,GBPUSD,1686306417000,1.7677997019680831,1.7777997019680831
reuters,USDJPY,1686308536000,91.06350260751901,96.06350260751901
reuters,GBPUSD,1686307892000,1.831214693524362,1.841214693524362
uob,AUDUSD,1686306872000,0.7540661561261365,0.8540661561261365
citi,AUDUSD,1686305951000,0.5631469351976209,0.6631469351976209
dbs,EURUSD,1686306874000,1.4525149167427671,1.5525149167427672
barclays,GBPUSD,1686307810000,1.3710151083846305,1.3810151083846305
dbs,GBPUSD,1686307713000,1.7629636299461826,1.7729636299461826
uob,USDJPY,1686308166000,117.2797931879068,122.2797931879068
barclays,EURUSD,1686307637000,1.0004890961476158,1.100489096147616
uob,USDCAD,1686308161000,1.3487362123328717,1.4487362123328718
reuters,USDJPY,1686306390000,143.65232369348865,148.65232369348865
citi,EURUSD,1686306280000,1.5056545409632114,1.6056545409632115
citi,GBPUSD,1686308303000,1.1437905794552834,1.1537905794552834
uob,AUDUSD,1686308277000,1.48331230326085,1.58331230326085
citi,USDJPY,1686308241000,128.549389124998,133.549389124998
citi,USDJPY,1686306680000,80.68525546780242,85.68525546780242
barclays,GBPUSD,1686306862000,1.2202783594283093,1.2302783594283093
dbs,USDCAD,1686305545000,1.552448275792348,1.652448275792348
citi,EURUSD,1686306971000,1.0887629798418084,1.1887629798418085
barclays,AUDUSD,1686306719000,0.7458784819183601,0.8458784819183601
uob,EURUSD,1686306013000,1.2661839311907606,1.3661839311907606
dbs,AUDUSD,1686308333000,1.4459114146119296,1.5459114146119297
citi,EURUSD,1686307648000,1.2427476423811585,1.3427476423811586
uob,GBPUSD,1686308396000,1.0647520189518564,1.0747520189518565
dbs,EURUSD,1686305542000,1.3467075411389717,1.4467075411389718
reuters,USDCAD,1686306932000,1.5143612584080974,1.6143612584080975
citi,USDCAD,1686307931000,1.3775910767365431,1.4775910767365432
barclays,USDCAD,1686307023000,1.3389671088301744,1.4389671088301745
reuters,GBPUSD,1686306247000,1.5075890023867033,1.5175890023867034
reuters,AUDUSD,1686305512000,1.2122595555918125,1.3122595555918126
reuters,EURUSD,1686308637000,1.4754005042440896,1.5754005042440897
dbs,EURUSD,1686306646000,1.326742782293882,1.426742782293882
uob,USDCAD,1686307717000,1.1603070911259237,1.2603070911259238
uob,EURUSD,1686305441000,1.1979280666968952,1.2979280666968953
dbs,USDCAD,1686305453000,1.5566843160526584,1.6566843160526585
barclays,USDCAD,1686305442000,1.1755964705617588,1.2755964705617588
uob,AUDUSD,1686308809000,1.3655709413761468,1.4655709413761469
dbs,GBPUSD,1686306699000,1.749103127169001,1.759103127169001
citi,USDJPY,1686307695000,103.4712563811224,108.4712563811224
dbs,GBPUSD,1686307210000,1.7609691327686088,1.7709691327686088
reuters,USDCAD,1686305859000,1.2158629630419613,1.3158629630419614
barclays,EURUSD,1686307694000,1.398433294115111,1.498433294115111
uob,USDCAD,1686305568000,1.0891296481840504,1.1891296481840505
reuters,GBPUSD,1686306717000,1.3415628389914174,1.3515628389914174
dbs,USDCAD,1686308618000,1.122046402335044,1.2220464023350441
dbs,AUDUSD,1686305570000,1.41632355362007,1.51632355362007
dbs,AUDUSD,1686307877000,1.1793807719655125,1.2793807719655126
dbs,USDCAD,1686306224000,1.140040509277014,1.2400405092770141
reuters,USDCAD,1686306519000,1.5355569084431702,1.6355569084431703
uob,USDCAD,1686306540000,1.084897882547534,1.184897882547534
uob,EURUSD,1686305722000,1.1153937376532985,1.2153937376532986
barclays,AUDUSD,1686308762000,1.3388375559360375,1.4388375559360376
reuters,EURUSD,1686306851000,1.578079024640719,1.6780790246407191
reuters,AUDUSD,1686305737000,1.4527991940692542,1.5527991940692543
